,price,listing_title,listing_subtitle,name,sqft,bedrooms,bathrooms,address,price_per_sqft,listing_tags,listings_desc,developer,property_title_type,furnishing,built_year,listed_on,tenure,property_type,floor_lv,psf_det,floor_size_det,num_units,facilities,url
20,"500,000",Semenyih New Double Storey House,,Semenyih New Double Storey House,1888,4,3,"Bandar Sri Kesuma, Semenyih, Selangor",264.83,2-storey Terraced House,"
Description
Semenyih semenyih semenyih Semenyih semenyih semenyih Semenyih
                                    Rumah 2 Tingkat baru !!!
=22x70= size BESAR
FREEHOLD
Gated Guarded

Yuran yuran Penguam/ Bank kita bayar!!!


Design Modern
PROMOSI HEBAT HEBAT HEBAT!!!
Hanya RM500 boleh dapat!!!
Bulanan RM2,100+ (bayar bila rumah siap tahun 2024)
Gaji Bersih RM3,600 - RM3,800 Layak (boleh gabung nama)

Senang kan?

LOKASI MUDAH
===================================
5min ke Lotus Hypermarket
7min ke Eco Walk Mall/ Eco Taipan
8min ke Starbucks reserve
8min ke Highway 
16min ke Kajang
25min ke Putrajaya
35min ke Kuala Lumpur

Ramai Dah Beli, Unit x banyak!!
Hubungi Kita Sekarang !!!

https://wa.link/t06nok
                                    Read More
",,Individual,,N/A,3 hours ago,Freehold,2-storey Terraced House For Sale,,RM 264.83 psf,1888 sqft,,"Covered car park, Playground, 24 hours security",https://www.propertyguru.com.my/property-listing/semenyih-new-double-storey-house-for-sale-by-kh-tan-36197024#contact-agent
21,"590,000",Odora Parkhome Sierra 16,,Odora Parkhome Sierra 16,1862,3,3,"Puchong South, Puchong, Selangor",316.86,Townhouse,"
Description
For Sale Odora Parkhomes @ 16 Sierra
                                    HOUSE DETAILS:
-  Type : Townhouse (Upper Floor) / Intermediate
-  Leasehold (90 years)/ Bumi Lot
-  Strata Title
-  3 Bedrooms/ 3 Bathrooms 
-  Land Area :  2142 sqft
-  Built up : 1862 sqft 
    (approx) 
-  Basic Unit
-  RENO : Floor Fully Tiles
                 Kitchen Cabinet
- Gated & Guarded

Loan BANK/LPPSA & Lawyer can be arranged

For more info & viewing appointment :::
Please contact

Azie  0162037796 

                                    Read More
",IOI Properties Group Berhad,,Partially Furnished,"September, 2013",3 days ago,Leasehold,Townhouse For Sale,,RM 316.86 psf,1862 sqft,446,"Balcony, Cable TV, Cooker Hob/Hood, Park / Greenery View, Kitchen Utensils, Water Heater, Business Centre, Clubhouse, Playground, 24 hours security",https://www.propertyguru.com.my/property-listing/odora-parkhome-sierra-16-for-sale-by-azie-madiah-34460125#contact-agent
22,"606,000","Seksyen 36, Shah Alam",,"Seksyen 36, Shah Alam",1760,4,3,"Klang, Selangor",344.32,2-storey Terraced House,"
Description
Newly renovated refurbished house for sale
                                    NEWLY RENOVATED 
GATED N GUARDED 
22x80SF LONG SIZES 
MAJORITY CHINESE AREA

Seksyen 36 , Klang 

2 Sty House 
Freehold
Non Bumi Lot 
22x80Sq.ft 
4 Bedrooms 3 Bathrooms 
Selling Price RM625K

 ** RENOVATED ** 
- Car Porch Flooring With Tiles
- Whole House With New Painted 
- Whole House Plaster Ceiling 
- Upgrade To 2x2 New Floor Tiles
- New Gate To Car Porch
- New Windows & Doors
- With Air Conds & Water Heater Point
- New Sanitary Fittings
- Toilet Wall With New Full Tiles 
- Kitchen Extended 12 Feet 
- Kitchen Wall With Tiles 
- L Shape Kitchen Table Top


ALVIN.R
REN Tag: 53416
ACE KLANG TEAM
WEREG PROPERTIES SDN BHD
Contact for free consultant:-
 0122320885 
/ 0122330885 

 0122320885 
/ 0122330885 


www.wasap.my/+60122320885/Viewtmnmenengonindahyki 
www.wasap.my/+60122320885/Viewtmnmenengonindahyki 

https://www.facebook.com/AlvinRam2020/
                                    Read More
",,Individual,Partially Furnished,N/A,4 days ago,Freehold,2-storey Terraced House For Sale,,RM 344.32 psf,1760 sqft,,"Air-Conditioning, Renovated, Water Heater",https://www.propertyguru.com.my/property-listing/seksyen-36-shah-alam-for-sale-by-alavian-ramasamy-35880879
23,"675,000",East Lake Residence,,East Lake Residence,2000,4,4,"Persiaran Serdang Perdana, Seri Kembangan, Selangor",337.50,Condominium,"
Description
East Lake Residence, Penthouse, Seri Kembangan, For Sale
                                    East Lake Residence, Penthouse, Seri Kembangan, For SALE

~ [ FOR SALE ] ~
* 4 Bedrooms
* 4 bathrooms
* 2 Carparks
* Build up : 2000 sqft
* Leasehold


For Further information & Schedule a private viewing session
Please contact/ Whatapp Catherine at 019-2806808 

Thank you
                                    Read More
",HK Land Sdn Bhd,,Unfurnished,"December, 2022",3 days ago,Leasehold,Condominium For Sale,Middle Floor,RM 337.50 psf,2000 sqft,634,"Barbeque Area, Covered car park, Perimeter Fencing, Gymnasium room, Jacuzzi, Playground, Sauna, 24 hours security, Swimming pool, Tennis courts, Wading pool",https://www.propertyguru.com.my/property-listing/east-lake-residence-for-sale-by-catherine-cheah-34603956
24,"1,700,000",Kota Kemuning,,Kota Kemuning,3200,4,5,"Kota Kemuning, Kota Kemuning, Shah Alam, Selangor",531.25,Semi-Detached House,"
Description
45x90 Semi D and Bungalow at Villa 22 Kota Kemuning by Malton
                                    ［雨哥］

VILLA 22, BUKIT RIMAU
( RM 1, 700, 000) 

2 Storey Semi Detach
Intermediate
4+1 Room 5 Bath 
LA : 45X90 ( 4080 Sqft )
BU: 3200 sqft
Freehold
Huge car porch
Deluxe track less auto gate
Solar water heater system
Rain harvest system
Low density  ( 22 units )

Rain Liau 
REN 09175
Team Leader  010 288 6088 

http://houseinselangor.wasap.my

WEREG PROPERTIES SDN BHD
E(1)1955
                                    Read More
",,Individual,,N/A,4 days ago,Freehold,Semi-Detached House For Sale,,RM 531.25 psf,3200 sqft,,,https://www.propertyguru.com.my/property-listing/kota-kemuning-for-sale-by-rain-liau-36358581
25,"580,000",Eco Grandeur,,Eco Grandeur,1635,4,3,"Persiaran Mokhtar Dahari, Eco Grandeur, Bandar Puncak Alam, Shah Alam, Selangor",354.74,2-storey Terraced House,"
Description
Eco Grandeur Graham Garden Bandar Puncak Alam For Sell
                                    Details:
- L/A: 20' x 65'
- B/U: 1635sf
- 2 story Intermediate
- Leasehold
- 4 Bedrooms | 3 Bathrooms
- Basic Furniture unit


Amenities:
- Next to Bandar Hillpark and Bandar Saujana Utama, Sg Buloh
- Central Mart.Tesco,Econsave
- UITM Puncak Alam
- McD Punack Alam,KFC Saujana Utama and Puncak Alam

Accessibility:
- 10 Minutes to new Dash Highway
- 10 Minutes to Highway Guthrie
- 20 inutes to NKVE Setia Alam Link
- 25 Minutes to Shah Alam

For More Information please call:
~ Benjamin 012-6293126 


Owners are welcome to list your property for sale & rent with us
                                    Read More
",EcoWorld,Individual,,2020,6 hours ago,Leasehold,2-storey Terraced House For Sale,,RM 354.74 psf,1635 sqft,-,"Open car park, Playground",https://www.propertyguru.com.my/property-listing/eco-grandeur-for-sale-by-benjamin-lai-36332228#contact-agent
26,"2,799,000",Twin Palms @ Sungai Long,,Twin Palms @ Sungai Long,5871,5,5,"Bandar Sungai Long, Kajang, Selangor",476.75,Bungalow House,"
Description
The Only Bungalow Unit Near To Clubhouse, Free MOT And Legal Fees
                                    Twin Palms @ Sungai Long
3 storey Bungalow, nearest to the clubhouse
- Private clubhouse facilities
- Linear park with greeneries
- Tight security
- Resort style living
- Spacious landscape garden and common space

Kindly Contact Wong 011-2822 9913 
  For Viewing appointment.

Details:
️ Freehold
️ Bungalow Lot
️ Land Area: 88 x 80
️ 4+1 Rooms & 5 Bathrooms
️ BRAND NEW developer unit
️ Great Community
️ Gated & Guarded

Benefit:
️️ FREE SPA Legal Fees
️️ FREE LOAN Legal Fees
️️ FREE MOT
️️ FREE LOAN Stamp Duty

Kindly Contact Wong 011-2822 9913 
  For Viewing appointment.

Clubhouse Facility
* Infinity pool
* Poolside Cafe
* Gymnasium
* Playground
* Sauna, Jacuzzi & Steam Room
* Multipurpose Hall with Badminton, Table Tennis & Basketball Court

_
MANY BUYER COME FROM KL City, MONT KIARA ,Zero Down Payment, IRUM, Bukit Jalil, OUG, Melawati, Kenwingston, Platinum Lake, Jalan Kuching, Kota Damansara,Subang,Subang Jaya,Petaling Jaya,Mont Kiara,Sri Hartamas,Kepong,Selayang, Ara Damansara, Kelana Jaya, The Fiddlewoodz @ KL Metropolis, Arcuz, D Terra, Millerz, OLD Klang Road, Freehold, Solaris, Pavilion hilltop, Exism property, Taman Tun Dr. Ismail, datum jelatek, waltz residence, UOA, SCP, Bukit Jalil,Sri Petaling,OUG,Cheras,Mahkota Cheras,Balakong,Seri Kembangan,Segambut,Sungai Besi,Kuala Lumpur,Jalan Ipoh,Jalan Tun Razak, Jalan Ampang,Tropika, Bukit Tunku,Bangsar, damansara perdana, d cosmos, d erica, d terra, d clover, arcuz, d tesserra, mossaz, d vervian, central park damansara, pj condo, freehold, Setapak, ryan miho, Hampton Damansara, sunway serene, ruby seapark, the mate, skyline pudu, sunway dhill, damansara perdana, central park damansara, Sapphire Paradigm, Plaza @ Kelana Jaya, 121 Residence, PJ Midtown - Petaling Jaya, Megah Rise, Alira Metropark, Sunway D'Hill, Panorama Residence - kelana Jaya , JRK Convena, The Tropika, Tria Seputeh, Mira Shorea Park
                                    Read More
",Faboulous Range Sdn Bhd,,,"October, 2010",6 hours ago,Freehold,Bungalow House For Sale,,RM 476.75 psf,4233 sqft,600,"Balcony, Private Garden, Badminton hall, Basketball court, Barbeque Area, Car Park, Clubhouse, Gymnasium room, Multi-purpose hall, Sauna, 24 hours security, Swimming pool, Wading pool",https://www.propertyguru.com.my/property-listing/twin-palms-sungai-long-for-sale-by-klose-wong-35408910
27,"850,000",Bayu Heights 2,,Bayu Heights 2,2392,4,4,"Serdang, Seri Kembangan, Selangor",355.35,3-storey Terraced House,"
Description
3 Storey House Bayu Heights 2 Seri Kembangan Fully Furnished For Sale
                                    3 Storey Link House In Bayu Heights 2 , Serdang Seri Kembangan
Fully Furnished For Sale , Only RM 850K

Freehold Gate & Guarded
4 Bedrooms With Balcony + 1 Room , 4 Bathrooms
18 x 60 , 2392sqft , Fully Furnished .

** Now Selling Price Just RM 850K **

*** Please Contact Tang 012-3815906 
 For Viewing ***

*** Owner Is Welcome For Any Listing Property To Let And Sale ***
                                    Read More
",,Strata,Fully Furnished,N/A,6 hours ago,Freehold,3-storey Terraced House For Sale,,RM 355.35 psf,2392 sqft,,24 hours security,https://www.propertyguru.com.my/property-listing/bayu-heights-2-for-sale-by-goh-36359618
28,"1,300,000",Single Storey Desa Pinggiran Putra Putrajaya,,Single Storey Desa Pinggiran Putra Putrajaya,7007,4,2,"desa pinggiran putra, Cyberjaya, Selangor",185.53,Bungalow House,"
Description
Matured Are, Nice and good neighborhood
                                    Banglo Single Storey For sale, Desa Pinggiran Putra
Move in
Well maintain
Renovated
Kitchen kabinet

Leasehold
Bumi lot
Land Size 7007 sqft
Built Up 1800 sqft
4 room
2 bath room
Hot unit
Mature area
10 minit to putrajaya/cyberjaya

Booking 5k
Booking 5k
Low deposit
Can witdraw kwsp
Interest 3% lower rate
Free filter for loan
Loan & lawyer can be arrange
                                    Read More
",,,Partially Furnished,N/A,4 days ago,,Bungalow House For Sale,,RM 185.53 psf,1800 sqft,,"Air-Conditioning, Cooker Hob/Hood, Renovated",https://www.propertyguru.com.my/property-listing/single-storey-desa-pinggiran-putra-putrajaya-for-sale-by-mohd-faez-ahmad-33513258
29,"350,000",Damansara Damansara Damansara Damansara,,Damansara Damansara Damansara Damansara,964,3,2,"Jalan Teratai, Kampung Sungai Kayu Ara, Petaling Jaya, Selangor",363.07,Condominium,"
Description
Fully furnished Non bumi Condo near LRT!!
                                    PANGSAPURI PUNCAK DAMANSARA JALAN TERATAI PJU 6 PETALING JAYA SELANGOR

Asking price : RM 350,000 (Nego)

Selling 55K below market price!!
400 meter to LRT Station Kayu Ara (Park & Ride) confirmed & under construction!!
Selling fully furnished!!
Suitable for both onwstay & investment !!

UNIT DETAILS :

-964 sqft
-Leasehold non bumi lot
-3 Bedroom + 2 Bathroom
-1 Parking 
-Level 4 with lift
-Built in kitchen cabinet
-Fully Finished c/w built in furniture and electronic equipment (sofa, dining table, TV, washing machine, 2 airconds, 3 bed with mattress, sofa)
-Maintenance Fees Rm198 Per Month
-Unit well maintain by owner

FACILITIES :

-Gated & Guard 24 Hrs
-Swimming Pool
-Playgroud
-Restaurant
-Mini Mart
-Gym,  Foot massage
-Tennis court

ACCESS :

-5 Min to One Utama Shopping Mall
-5 Min to IKEA Damansara

 Call me for more details & booking:

Afif Ahmad 013 627 8981 

Great Casa Realty Sdn Bhd
                                    Read More
",,,Fully Furnished,N/A,6 days ago,Leasehold,Condominium For Sale,,RM 363.07 psf,964 sqft,,"Air-Conditioning, Bed, Cable TV, City View, Dining Room Furniture, Internet Connection, Kitchen Utensils, Living Room Furniture, Television, Water Heater, Barbeque Area, Cafes, Car Park, Covered car park, Children's Playground, Community Garden, Drop Off Point, Perimeter Fencing, Gymnasium room, Landscaped Garden, Lift lobby, Main entrance, Mini-Mart, Multi-Storey Car Park, Open car park, Playground, 24 hours security, Swimming pool, Tennis courts, Wading pool",https://www.propertyguru.com.my/property-listing/damansara-damansara-damansara-damansara-for-sale-by-afif-ahmad-35998737#contact-agent
30,"558,100.00",SqWhere Service Apartments,,SqWhere Service Apartments,1442,3,3,"SqWhere Off Jalan Sungai Buloh, Sungai Buloh, Selangor",387.03,Service Residence,"
Description
Value for money. This property is now on 5th auction.
                                    BANK AUCTION / LELONG PROPERTY
==============================

The subject property is a 3+1 BEDROOM SERVICED APARTMENT UNIT located on the 16th floor of a 36th storey building with three (3) car parking bays. 

Postal Address:-
Unit No. SA-16-07, Level 16, Block SA, Dataran Prestij (SqWhere), Jalan Sungai Buloh, Kampung Baru Sungai Buloh, Seksyen U19, 40160 Shah Alam, Selangor Darul Ehsan.

Auction Date - 29 / 11 / 2022.

Leasehold for 99 years and expiring on 14.8.2111 (Balance of 89 years)

Free registration.

Prospective bidders are to do a self survey from outside.

10% deposit of the fixed reserved price.

Please register by 28 / 11 / 2022.

Contact Allan Aw at mobile 016-917 2626 
 if you wish to register for the auction property.

Log on to http://www.allanawproperties.com for more property listings.
                                    Read More
",SDB Properties,Master,,"January, 2020",4 days ago,Leasehold,Service Residence For Sale,,RM 387.03 psf,1442 sqft,660,"Covered car park, Children's Playground, Function room, Gymnasium room, Lap pool, Landscaped Garden, Lounge, Meeting room, 24 hours security, Swimming pool",https://www.propertyguru.com.my/property-listing/sqwhere-service-apartments-for-sale-by-allan-aw-36019216
31,"428,999",Damansara Damansara Damansara Damansara Damansara,,Damansara Damansara Damansara Damansara Damansara,3000,4,4,"damansara , PJ , shah alam, Damansara, Selangor",143.00,2-storey Terraced House,"
Description
Great community. Near parks, schools, libraries, and shops.
                                    Angie Liew 60103047161

0% Downpayment Freehold Near Highway
NEW 2-STOREY SUPERLINK HOUSE

NEW 6 STARS ENVIRONMENT (2017 AWARD WINNING TOWNSHIP )

- 4 BEDROOMS 4 BATHROOMS
- FREEHOLD & INDIVIDUAL TITLE
- 6 STARS CLUBHOUSE

OTHERS TYPES OF HOUSES
--- 20X65
--- 20X75
--- 22X75
--- 22X80
--- 22X85

*FREE ALL LEGAL FEES
*NO HIDDEN CHARGES
- FREE SNP LEGAL & STAMP DUTY FEES
- FREE LOAN AGREEMENT & STAMP DUTY FEES
- FREE MOT
- FREE GUARD HOUSE FEES

Easy Accessibility:
*5 min to Mega Shopping Mall, Menara Offices, Convention Center, Private hospital
*5 min to Giant Hypermarket
*10 min to Tesco & Aeon
*10 min to North-South Expressway(PLUS)
*10 min to KTM / MRT station

EASY ACCESS TO CYBERJAYA only 15 minutes
To SUBANG , SHAH ALAM , KUALA LUMPUR WITH ( 25-30 MINUTES )

Angie Liew 60103047161


Sungai Besi, Sri Petaling, Puchong, OUG, Bukit Jalil, Puchong, Kinrara, Sunway, Seri Kembangan, Ampang, Cheras, Melawati, Taman Connaught, Bukit Bintang, Sentul, Segambut, Semenyih, Kajang, Kuala Lumpur, Damansara, Petaling Jaya, USJ, Subang Jaya, Shah Alam, Kota Kemuning, Rimbayu, Seremban, Nilai, Labu, Bangi, Senawang, Melaka
                                    Read More
",,,,2022,5 days ago,Freehold,2-storey Terraced House For Sale,,RM 143.00 psf,3000 sqft,,,https://www.propertyguru.com.my/property-listing/damansara-damansara-damansara-damansara-damansara-for-sale-by-angie-liew-33679737#contact-agent
32,"338,000",Taman Sentosa Klang,,Taman Sentosa Klang,1555,3,2,"Klang, Selangor",217.36,2-storey Terraced House,"
Description
Non flood! full reno extend! sentosa kampung jawa 2 storey klang!
                                    *WTS* 
Taman Sentosa 2 Sty 
No flood area !!!
RM 338k Only 
- Partial Reno 
- Fully tiles 
- 3R 2B
- Freehold 
- 15x55 sqft 
- Kitchen Extended 
- Plaster Ceiling 
- Kitchen Table Top 
- Car Porch Fully Tiles with Awning
For more information & viewing:
Alex +60 10-296 6788 

wasap.my/60102966788 (Alex Lee REN33753)
https://www.facebook.com/alexlee.ppt.7/
https://www.facebook.com/klangpropertys
-AGENT WANTED
-Klang Shah Alam Specialist One Stop Solutions To Assist Purchaser & Vendor [ Banker & Lawyer ]
                                    Read More
",,Individual,,N/A,5 days ago,Freehold,2-storey Terraced House For Sale,,RM 217.36 psf,1555 sqft,,,https://www.propertyguru.com.my/property-listing/taman-sentosa-klang-for-sale-by-alex-lee-36353124
33,"2,200,000",Kinrara Residence,,Kinrara Residence,4118,5,5,"Jalan DU 3/5, Puchong, Selangor",534.24,Semi-Detached House,"
Description
Kinrara Residence 3 Storey Semi D Palmiera For Sale
                                    FOR SALE
EXCLUSIVE  3 STOREY SEMI D PALMIERA @ KINRARA RESIDENCE

-TENANTED - rm3500/month
-Build up 4118sf
-Land Area 40’ X 80” @ 3200sf
-Leasehold Bumi Lot
-5 Room, 5 Bath
-Smart Home Feature
-Solar Power Water Heater
-Rain water harvesting system
-Centralized water filter system
-Shower screen bathroom
-Jacuzzi on roof deck 3rd floor
-Double volume ceiling at living area

Amenities
-Fast Growing Puchong area next to Ayer Hitam Forest Reserve
-2  Acre linear park with jogging track, bicycle trails, garden & children playground
-Clubhouse, Swimming Pool, Wading Pool, Gymnasium, Community
                                    Read More
",Legend Grand Development Sdn Bhd,Individual,Partially Furnished,N/A,6 days ago,Leasehold,Semi-Detached House For Sale,,RM 534.24 psf,4118 sqft,264,"Badminton hall, Car Park, Children's Playground, Clubhouse, Perimeter Fencing, Gymnasium room, Multi-purpose hall, 24 hours security, Swimming pool",https://www.propertyguru.com.my/property-listing/kinrara-residence-for-sale-by-rozita-khalil-36273926
